;Title;Date;Authors;Tags;NLP Keywords;Url
108;Golden Girls star Betty White dies aged 99;Saturday 1 January 2022 08:25, UK;[];[];['girls', '99', 'video', 'playertributes', 'paid', 'weeks', 'veteran', 'star', 'died', 'dies', 'browser', 'betty', 'aged', 'chrome', 'birthday', 'white', 'golden'];https://web.archive.org/web/20220101092358/http://news.sky.com/video/golden-girls-star-betty-white-dies-aged-99-12507018
109;Desmond Tutu: State funeral being held for archbishop - with reports anti-apartheid hero will be aquamated;Saturday 1 January 2022 08:52, UK;[];['desmond tutu', 'south africa'];['hero', 'video', 'state', 'desmond', 'held', 'antiapartheid', 'reports', 'africa', 'player', 'archbishop', 'tutu', 'water', 'racial', 'funeral', 'prize', 'south', 'aquamated'];https://web.archive.org/web/20220101092358/http://news.sky.com/story/desmond-tutu-state-funeral-set-to-be-held-for-archbishop-with-reports-anti-apartheid-hero-will-be-aquamated-12506991
110;Archbishop Tutu 'lit up the world': Tributes paid at funeral for anti-apartheid hero;Saturday 1 January 2022 09:36, UK;[];[];['hero', 'paid', 'tributes', 'desmond', 'antiapartheid', 'light', 'world', 'described', 'giant', 'archbishop', 'tutu', 'mandela', 'funeral', 'lit', 'south'];https://web.archive.org/web/20220101100731/http://news.sky.com/story/archbishop-tutu-lit-up-the-world-tributes-paid-at-funeral-for-anti-apartheid-hero-12507011
111;North Korea: Kim Jong Un warns of 'great life-and-death struggle' as he marks 10 years in power;Saturday 1 January 2022 07:43, UK;[];['kim jong un', 'north korea'];['north', 'power', 'lifeanddeath', 'great', 'speech', 'plenary', 'kim', 'development', 'korean', 'korea', 'jong', 'warns', 'marks', 'struggle', 'plans', 'south'];https://web.archive.org/web/20220101100731/http://news.sky.com/story/north-korea-kim-jong-un-warns-of-great-life-and-death-struggle-as-he-marks-10-years-in-power-12506997
112;Shoppers rush to leave shop as Colorado wildfire nears;Saturday 1 January 2022 09:42, UK;[];[];['wildfire', 'drought', 'intense', 'colorado', 'shoppers', 'rush', 'nearsa', 'leave', 'nears', 'shop', 'period', 'spread'];https://web.archive.org/web/20220101100731/http://news.sky.com/video/shoppers-rush-to-leave-shop-as-colorado-wildfire-nears-12507040
113;UK weather: Warmest New Year's Day on record as mercury hits 16.2C in London;Saturday 1 January 2022 13:18, UK;[];['weather'];['temperature', 'uk', 'london', 'temperatures', 'met', '162c', 'hits', 'mercury', 'warmest', 'day', 'record', 'weather', 'office', 'mild', 'somerset', 'warm'];https://web.archive.org/web/20220101140723/http://news.sky.com/story/uk-weather-latest-britain-could-see-warmest-new-years-day-ever-after-record-breaking-new-years-eve-12507041
114;COVID news latest: Record-breaking Omicron wave to 'test the limits' of NHS;;[];['covid', 'covid-19', 'coronavirus', 'live'];['recordbreaking', 'nhs', 'covid', 'chief', 'recognised', 'professor', 'medical', 'agency', 'scientists', 'limits', 'wave', 'omicron', 'latest', 'pleased', 'test', 'dr', 'vallance', 'honours'];https://web.archive.org/web/20220101140723/http://news.sky.com/story/covid-news-latest-record-breaking-omicron-wave-to-test-the-limits-of-nhs-12507015
115;COVID: Any further restrictions 'must be last resort', Sajid Javid says;Saturday 1 January 2022 05:42, UK;[];['covid-19', 'coronavirus'];['england', 'measures', 'covid', 'video', 'work', 'cases', 'wave', '2022', 'virus', 'restrictions', 'javid', 'daily', 'resort', 'sajid'];https://web.archive.org/web/20220101140723/http://news.sky.com/story/covid-any-further-restrictions-must-be-last-resort-sajid-javid-says-12506992
116;Hangover cures: Feeling rough after New Year's Eve? These 'remedies' won't help;Saturday 1 January 2022 13:26, UK;[];[];['nhs', 'feeling', 'alcohol', 'remedies', 'rough', 'eve', 'help', 'trials', 'pear', 'cures', 'hangover', 'showed', 'wont', 'drink', 'symptoms', 'socalled', 'substances'];https://web.archive.org/web/20220101140723/http://news.sky.com/story/hangover-cures-feeling-rough-after-new-years-eve-these-remedies-wont-help-12507117
117;12-year-old boy gets New Year Honour after over 600 nights camping;Saturday 1 January 2022 13:58, UK;[];['devon'];['video', 'neighbours', 'boy', '12yearold', 'spent', 'gets', 'raised', 'memory', 'nights', '600', 'honour', 'playerto', 'garden', 'camping', 'max'];https://web.archive.org/web/20220101140723/http://news.sky.com/video/12-year-old-boy-gets-new-year-honour-after-over-600-nights-camping-12507126
118;Jason and Laura Kenny reflect on New Year's honours;Saturday 1 January 2022 13:43, UK;[];['tokyo 2020 olympics'];['olympics', 'recognised', 'tokyo', 'winning', 'jason', 'thought', 'reflect', 'performances', 'laura', 'kenny', 'honours'];https://web.archive.org/web/20220101140723/http://news.sky.com/video/jason-and-laura-kenny-reflect-on-new-years-honours-12507128
119;Tycoon Hands plots £9bn sale of Ministry of Defence landlord Annington Homes;Saturday 1 January 2022 09:58, UK;['mark kleinman', '@markkleinmansky'];[];['biggest', 'hands', 'terra', 'homes', 'plots', 'tycoon', 'defence', 'annington', 'mod', 'mr', 'deal', 'sale', 'ministry', '9bn', 'rent', 'private', 'landlord', 'firma'];https://web.archive.org/web/20220101140723/http://news.sky.com/story/tycoon-hands-plots-9bn-sale-of-ministry-of-defence-landlord-annington-homes-12507044
120;Kashmir: At least 12 killed in stampede at Hindu shrine;Saturday 1 January 2022 14:18, UK;[];[];['died', 'ji', 'thousands', 'shrine', 'vaishno', 'stampede', 'injured', 'temple', 'killed', 'devotees', 'crush', '12', 'hindu', 'kashmir'];https://web.archive.org/web/20220101150719/http://news.sky.com/story/kashmir-at-least-12-killed-in-stampede-at-hindu-shrine-12507090
121;Pope speaks about women in New Year's message;Saturday 1 January 2022 13:27, UK;[];['pope francis'];['pope', 'women', 'messagefrancis', 'unexplained', 'preside', 'service', 'minute', 'message', 'incident', 'good', 'speaks'];https://web.archive.org/web/20220101150719/http://news.sky.com/video/pope-speaks-about-women-in-new-years-message-12507112
122;Italians welcome 2022 by jumping into freezing river;Saturday 1 January 2022 11:55, UK;[];['italy'];['italians', 'jumping', 'work', '2022', 'tradition', 'unemployed', 'stunt', 'waters', 'skills', 'river', 'riverthe', 'reportedly', 'freezing', 'welcome', 'trying'];https://web.archive.org/web/20220101150719/http://news.sky.com/video/italians-welcome-2022-by-jumping-into-freezing-river-12507075
123;‘Archbishop Desmund Tutu was a crusader in the struggle for freedom’;Saturday 1 January 2022 11:23, UK;[];['south africa'];['freedom', 'ramaphosa', 'desmund', 'crusader', 'global', 'true', 'term', 'reflected', 'saying', 'archbishop', 'tutu', 'icon', 'struggle', 'means'];https://web.archive.org/web/20220101150719/http://news.sky.com/video/archbishop-desmund-tutu-was-a-crusader-in-the-struggle-for-freedom-12507061
124;New Yorkers welcome in 2022 and wish away COVID-19;Saturday 1 January 2022 09:17, UK;[];['new york'];['covid19', 'wish', 'place', 'ushered', 'took', 'yorkers', '2022', 'away', 'times', 'square', 'ticked', 'welcome'];https://web.archive.org/web/20220101150719/http://news.sky.com/video/new-yorkers-welcome-in-2022-and-wish-away-covid-19-12507019
125;COVID-19: England reports 162,572 new cases and 154 further coronavirus-related deaths, daily figures show;Saturday 1 January 2022 17:11, UK;['tom gillespie', '@tomgillespie1'];['covid-19', 'coronavirus'];['england', 'covid19', 'covid', 'total', 'uk', '162572', 'reports', 'cases', 'figures', 'tests', 'reported', 'doses', 'daily', 'coronavirusrelated', 'record', 'deaths', 'northern', '154'];https://web.archive.org/web/20220101172413/https://news.sky.com/story/covid-19-england-reports-162-572-new-cases-and-154-further-coronavirus-related-deaths-daily-figures-show-12507174
126;COVID-19: NHS leaders warn of intensifying 'health emergency' as coronavirus hospital admissions rise;Saturday 1 January 2022 17:22, UK;[];[];['nhs', 'covid19', 'health', 'leaders', 'weeks', 'emergency', 'warn', 'intensifying', 'mr', 'rise', 'hospital', 'service', 'coronavirus', 'hopson', 'admissions', 'taylor', 'staff'];https://web.archive.org/web/20220101172413/https://news.sky.com/story/covid-19-nhs-leaders-warn-of-intensifying-health-emergency-as-coronavirus-hospital-admissions-rise-12507204
127;Croydon stabbing: Boy, 15, who was stabbed in the heart is named as Zaian Aimable-Lina;Saturday 1 January 2022 16:21, UK;['tom gillespie', '@tomgillespie1'];[];['scene', 'stabbing', 'croydon', 'london', 'boy', 'work', '15', 'aimablelina', 'named', 'specialist', 'family', 'attack', 'stabbed', 'zaian', 'zaians', 'heart'];https://web.archive.org/web/20220101172413/https://news.sky.com/story/croydon-stabbing-boy-15-who-was-killed-in-south-london-is-named-as-zaian-aimable-lina-12507211
128;Eric Adams: New York City's new mayor calls 911 after spotting assault during media engagement;Saturday 1 January 2022 15:19, UK;['alexander martin', '@alexmartin'];['new york'];['engagement', 'york', 'media', 'calls', 'street', 'sworn', 'second', 'citys', 'fighting', 'adams', 'mayor', 'eric', 'times', 'men', 'assault', 'spotting'];https://web.archive.org/web/20220101172413/https://news.sky.com/story/eric-adams-new-york-citys-new-mayor-calls-911-after-spotting-assault-during-media-engagement-12507153
129;Colorado wildfires: Snow falls on smouldering ruins of homes;Saturday 1 January 2022 17:07, UK;[];['colorado'];['smouldering', 'state', 'wildfire', 'season', 'ruins', 'homes', 'saw', 'falls', 'thousands', 'colorado', 'snow', 'wildfires', 'unprecedented'];https://web.archive.org/web/20220101172413/https://news.sky.com/video/colorado-wildfires-snow-falls-on-smouldering-ruins-of-colorado-homes-12507226
130;UK weather: Fancy a swim? Mildest New Year's Day on record at 16.2C (61.1F);Saturday 1 January 2022 15:23, UK;[];['uk weather'];['playerpeople', 'park', '611f', 'record', 'weather', 'video', 'uk', 'browser', 'fancy', 'mild', 'london', '162c', 'day', 'wales', 'swim', 'making', 'temperatures', 'mildest', 'chrome'];https://web.archive.org/web/20220101172413/https://news.sky.com/video/uk-weather-fancy-a-swim-mildest-new-years-day-on-record-12507181
131;Colorado hit by snow after wildfire destroys hundreds of homes;Saturday 1 January 2022 20:16, UK;[];['colorado'];['destroys', 'wildfire', 'blaze', 'homes', 'colorado', 'reported', 'snow', 'ground', 'hundreds', 'hit', 'superior', 'weather', 'louisville', 'sheriff'];https://web.archive.org/web/20220101210320/https://news.sky.com/story/colorado-hit-by-snow-after-hundreds-of-homes-destroyed-by-wildfire-12507292
132;NHS likely to lose nearly half of dentists after pressure increased to catch up on backlogs, profession warns;Saturday 1 January 2022 18:20, UK;['frazer maude', '@frazeratsky'];['covid-19', 'coronavirus', 'nhs'];['nhs', 'dental', 'patients', 'activity', 'achieved', 'wrong', 'likely', 'profession', 'lose', 'practices', 'kemp', 'targets', 'dentists', 'half', 'pressure', 'warns', 'increased', 'nearly'];https://web.archive.org/web/20220101210320/https://news.sky.com/story/nhs-likely-to-lose-nearly-half-of-dentists-after-pressure-increased-to-catch-up-on-backlogs-profession-warns-12507216
133;NY Mayor Eric Adams calls 911 to stop fight;Saturday 1 January 2022 15:18, UK;[];['new york city'];['calls', 'york', 'street', 'stop', 'ny', '911', 'fight', 'mayor', 'adams', 'eric', 'fightthe'];https://web.archive.org/web/20220101210320/https://news.sky.com/video/ny-mayor-calls-911-to-stop-fight-12507182
134;Rowley Regis crash: Suspected drug driver arrested after 14-year-old girl dies in New Year's Eve collision;Saturday 1 January 2022 15:27, UK;[];[];['station', 'midlands', 'girl', 'investigation', 'crash', 'scene', 'pronounced', 'suspected', 'driver', 'seen', 'drug', 'driving', 'dies', 'witnesses', 'happened', 'collision', 'regis', 'eve', 'west', 'rowley'];https://web.archive.org/web/20220101210320/https://news.sky.com/story/rowley-regis-crash-suspected-drug-driver-arrested-after-14-year-old-girl-dies-in-new-years-eve-collision-12507062
135;COVID-19: Contingency plans drawn up over fears a quarter of public sector workers could be absent due to Omicron;Saturday 1 January 2022 22:34, UK;['greg heffer', '@gregheffer'];['covid-19', 'coronavirus', 'omicron'];['nhs', 'covid19', 'contingency', 'sector', 'covid', 'numbers', 'planning', 'quarter', 'omicron', 'fears', 'services', 'drawn', 'ministers', 'public', 'workers', 'plans', 'staff'];https://web.archive.org/web/20220101230822/http://news.sky.com/story/covid-19-contingency-plans-drawn-up-over-fears-a-quarter-of-public-sector-workers-could-be-absent-due-to-omicron-12507186
136;Colorado wildfires: Cadaver dogs to search through snow and hot debris after nearly 1,000 homes destroyed;Saturday 1 January 2022 22:52, UK;[];['colorado'];['dogs', 'missing', 'homes', 'louisville', 'fires', 'colorado', 'ground', 'search', 'snow', 'wildfires', 'debris', 'weather', 'hot', 'superior', 'destroyed', 'nearly', 'sheriff'];https://web.archive.org/web/20220101230822/http://news.sky.com/story/colorado-hit-by-snow-after-wildfire-destroys-nearly-1-000-homes-12507292
137;Watch Sky News Live;;[];[];['sky', 'watch', 'live'];https://web.archive.org/web/20220102050337/https://news.sky.com/watch-live
138;UK News - The latest headlines from the UK;;[];[];['obes', 'uk', 'knighthoods', 'mbes', 'latest', '11', 'cbes', 'headlines'];https://web.archive.org/web/20220102050337/https://news.sky.com/uk
139;World News - Breaking international news and headlines;;[];[];['international', 'obes', 'knighthoods', 'mbes', 'world', 'breaking', '11', 'cbes', 'headlines'];https://web.archive.org/web/20220102050337/https://news.sky.com/world
140;Political News - International and UK Politics;;[];[];['politics', 'international', 'care', 'intensive', 'uk', 'booster', 'urges', 'political', 'jabbed', '90'];https://web.archive.org/web/20220102050337/https://news.sky.com/politics
141;US News - The latest headlines from the US;;[];[];['lawsuit', 'proof', 'prince', 'latest', 'sweat', 'insists', 'resident', 'cant', 'asks', 'headlines', 'continue', 'andrews'];https://web.archive.org/web/20220102050337/https://news.sky.com/us
142;Climate – Latest news on climate change and the environment – Sky News;;[];[];['climate', 'sky', 'change', 'latest', 'seen', '2021', 'weather', 'environment', 'extreme'];https://web.archive.org/web/20220102050337/https://news.sky.com/climate
143;Tech News - Latest Technology and Gadget News;;[];[];['planes', 'sky', 'shutting', 'world', 'latest', 'reactors', 'falling', 'y2k', 'nuclear', 'fear', 'gadget', 'technology', 'tech', 'spread'];https://web.archive.org/web/20220102050337/https://news.sky.com/technology
144;Business News - Markets reports and financial news from Sky;;[];[];['restaurants', 'hospitality', 'sky', 'reports', 'help', 'business', 'minister', 'dismisses', 'plea', 'markets', 'financial', 'pretty'];https://web.archive.org/web/20220102050337/https://news.sky.com/business
145;Entertainment News - Latest Celebrity & Showbiz News;;[];[];['does', 'celebrity', 'latest', 'halyna', 'goes', 'think', 'day', 'showbiz', 'entertainment', 'death', 'hutchinss', 'baldwin', 'alec'];https://web.archive.org/web/20220102050337/https://news.sky.com/entertainment
146;The Latest News from the UK and Around the World;;[];[];['airlines', 'uk', 'glimmer', 'relaxation', 'world', 'rules', 'latest', 'given', 'hope', 'long', 'respite', 'travel'];https://web.archive.org/web/20220102050337/https://news.sky.com/travel
147;Weird News - Strange and Odd News Stories;;[];[];['odd', 'little', 'john', 'legends', 'weird', 'know', 'busker', 'hits', 'audience', 'singing', 'strange'];https://web.archive.org/web/20220102050337/https://news.sky.com/strangenews
148;Latest News Analysis;;[];[];['vaccine', 'exemption', 'novak', 'djokovic', 'latest', 'fury', 'analysis', 'plane', 'australia', 'told', 'amid'];https://web.archive.org/web/20220102050337/https://news.sky.com/analysis
149;Latest News Opinion;;[];[];['vaccine', 'exemption', 'novak', 'djokovic', 'latest', 'fury', 'plane', 'australia', 'told', 'opinion', 'amid'];https://web.archive.org/web/20220102050337/https://news.sky.com/opinion
150;Latest Video News;;[];[];['video', 'need', 'measures', 'uk', 'tests', 'latest', 'positive', 'urged', 'messi', 'leave', 'testing'];https://web.archive.org/web/20220102050337/https://news.sky.com/videos
151;Weather Forecast - World & Local Weather Report Online;;[];[];['london', 'world', 'worst', 'teenage', 'report', 'boys', '2021', 'local', 'weather', 'killings', 'forecast', 'stabbed', 'online', 'death', 'hour'];https://web.archive.org/web/20220102050337/https://news.sky.com/weather
152;COVID-19: Mask wearing to return in secondary school classrooms in England to help curb spread of Omicron;Sunday 2 January 2022 07:41, UK;[];['covid-19', 'coronavirus', 'omicron'];['secondary', 'return', 'term', 'masks', 'omicron', 'curb', 'wearing', 'tests', 'school', 'schools', 'spread', 'england', 'colleges', 'help', 'mask', 'education', 'lateral', 'learn', 'flow'];https://web.archive.org/web/20220102050337/https://news.sky.com/story/covid-19-mask-wearing-to-return-in-secondary-school-classrooms-in-england-to-help-curb-spread-of-omicron-12507385
153;'Right thing to do': Commons Speaker defends Tony Blair's knighthood;Sunday 2 January 2022 04:58, UK;['alan mcguinness', '@alan_mcguinness'];['sir lindsay hoyle', 'tony blair'];['blairs', 'lindsay', 'prime', 'given', 'thing', 'minister', 'defends', 'think', 'theyve', 'tony', 'service', 'commons', 'right', 'honour', 'speaker', 'sir', 'knighthood'];https://web.archive.org/web/20220102050337/https://news.sky.com/story/right-thing-to-do-commons-speaker-defends-tony-blairs-knighthood-12507444
154;Remember the Y2K bug? Microsoft confirms new Y2K22 issue;Saturday 1 January 2022 23:15, UK;['alexander martin', '@alexmartin'];['microsoft'];['issue', 'exchange', 'microsofts', 'require', 'malware', 'remember', 'y2k', 'y2k22', 'servers', 'number', 'microsoft', 'confirms', 'update', 'messages', 'workaround', 'bug'];https://web.archive.org/web/20220102050337/https://news.sky.com/story/remember-the-y2k-bug-microsoft-confirms-new-y2k22-issue-12507401
155;India and Pakistan exchange lists of prisoners and nuclear assets under decades-old agreement;Saturday 1 January 2022 19:50, UK;[];['kashmir'];['agreement', 'exchange', 'indian', 'india', 'countries', 'lists', 'nuclear', 'pakistani', 'assets', 'decadesold', 'installations', 'pakistan', 'prisoners', 'fishermen'];https://web.archive.org/web/20220102050337/https://news.sky.com/story/india-and-pakistan-exchange-lists-of-prisoners-and-nuclear-assets-under-decades-old-agreement-12507359
156;World Cups, Winter Olympics and the rise of Raducanu: 2022's sporting predictions;Sunday 2 January 2022 03:32, UK;['nick powell', '@nicksky'];[];['olympics', 'england', 'league', '2022s', 'womens', 'cups', 'winning', 'world', 'rise', 'cup', 'sporting', 'raducanu', 'open', 'predictions', 'grand', 'winter', 'win'];https://web.archive.org/web/20220102060732/http://news.sky.com/story/world-cups-winter-olympics-and-the-rise-of-raducanu-2022s-sporting-predictions-12501034
157;Plans to 'blanket' plant trees across Wales could 'decimate' farming communities, campaigners claim;Sunday 2 January 2022 03:14, UK;['dan whitehead', '@danwnews'];['wales'];['campaigners', 'wrong', 'claim', 'decimate', 'foresight', 'work', 'trees', 'afforestation', 'blanket', 'communities', 'plans', 'wales', 'plant', 'farming', 'welsh'];https://web.archive.org/web/20220102060732/http://news.sky.com/story/plans-to-blanket-plant-trees-across-wales-could-decimate-farming-communities-campaigners-claim-12497477
158;Cameras, canteens and rangers: How one part of China is protecting its wild elephants;Sunday 2 January 2022 04:56, UK;['tom cheshire', '@chesh'];['china'];['infrared', 'peoples', 'canteens', 'elephants', 'sky', 'work', 'wild', 'xishuangbanna', 'rangers', 'population', 'protecting', 'elephant', 'china', 'longlong', 'cameras'];https://web.archive.org/web/20220102060732/http://news.sky.com/story/cameras-canteens-and-rangers-how-one-part-of-china-is-protecting-its-wild-elephants-12502028
159;COVID-19: Antarctica research station battling coronavirus outbreak;Sunday 2 January 2022 02:29, UK;[];['antarctica'];['covid19', 'station', 'research', 'antarctica', 'travelling', 'team', 'africa', 'outbreak', 'soir', 'battling', 'test', 'coronavirus', 'members', 'workers', 'symptoms', 'south'];https://web.archive.org/web/20220102060732/http://news.sky.com/story/covid-19-antarctica-research-station-battling-coronavirus-outbreak-12507440
160;Greg Milam;;[];[];['york', 'reported', 'milam', 'young', 'based', 'correspondent', 'trafficking', 'won', 'greg', 'covering', 'television'];https://web.archive.org/web/20220102060732/http://news.sky.com/author/greg-milam-469
161;John Sparks;;[];[];['john', 'unionhe', 'sky', 'africa', 'reporting', 'skys', 'sparks', 'correspondent', 'soviet', 'russia', 'subsaharan', 'south'];https://web.archive.org/web/20220102060732/http://news.sky.com/author/john-sparks-584
162;Judge says Prince Andrew cannot block lawsuit from accuser Virginia Giuffre on grounds she no longer lives in US;Sunday 2 January 2022 05:38, UK;[];['ghislaine maxwell', 'jeffrey epstein', 'prince andrew'];['lawsuit', 'lawyers', 'judge', 'prince', 'grounds', 'giuffre', 'longer', 'ms', 'lives', 'block', 'andrew', 'duke', 'written', 'order', 'virginia'];https://web.archive.org/web/20220102060732/http://news.sky.com/story/judge-says-prince-andrew-cannot-block-lawsuit-from-accuser-virginia-giuffre-on-grounds-she-no-longer-lives-in-us-12507446
163;National canine blood bank should also be set up in Ireland, top animal hospital says;Sunday 2 January 2022 03:45, UK;['stephen murphy', '@smurphytv'];['republic of ireland'];['canine', 'dogs', 'set', 'murtagh', 'national', 'system', 'ireland', 'blood', 'dont', 'similar', 'hospital', 'bank', 'animal', 'transfusions'];https://web.archive.org/web/20220102060732/http://news.sky.com/story/national-canine-blood-bank-should-also-be-set-up-in-ireland-top-animal-hospital-says-12507404
164;COVID-19: Largest vaccine campaign in British history saw around 132 million coronavirus jabs given in 2021;Sunday 2 January 2022 01:24, UK;[];['covid-19', 'coronavirus'];['video', 'covid19', 'vaccine', 'booster', 'uk', 'covid', 'coronavirus', 'health', 'saw', 'largest', 'history', 'given', 'programme', 'player', 'chrome', 'million', 'jabs', 'campaign'];https://web.archive.org/web/20220102060732/http://news.sky.com/story/covid-19-largest-vaccine-campaign-in-british-history-saw-around-132-million-coronavirus-jabs-given-in-2021-12507438
165;Supreme Court Live;;[];[];['video', 'supreme', 'hearings', 'uk', 'wellthe', 'cases', 'sits', 'live', 'court', 'scotland'];https://web.archive.org/web/20220102060732/http://news.sky.com/supreme-court-live
166;A year of political scandals - but will Christmas parties tip Boris Johnson over the edge?;Friday 31 December 2021 05:29, UK;['alix culbertson', '@alixculbertson'];['covid-19', 'coronavirus'];['boris', 'scandals', 'tip', 'street', 'political', 'christmas', 'mr', 'minister', 'secretary', 'edge', 'rules', 'ms', 'party', 'investigation', 'downing', 'parties', 'johnson'];https://web.archive.org/web/20220102070750/http://news.sky.com/story/a-year-of-political-scandals-but-will-christmas-parties-tip-boris-johnson-over-the-edge-12498416
167;Cable car rescue: 21 passengers winched down from New Mexico tramway after being stranded overnight on New Year's Eve;Sunday 2 January 2022 11:14, UK;[];['new mexico'];['cable', 'county', 'sheriffs', 'eve', 'winched', 'fullerbernalillo', 'stranded', 'overnight', 'pic', 'jayme', 'rescue', 'tramway', 'car', 'passengers', 'cars', 'mexico'];https://web.archive.org/web/20220102113534/https://news.sky.com/story/cable-car-rescue-21-passengers-winched-down-from-new-mexico-tramway-after-being-stranded-overnight-on-new-years-eve-12507557
168;Cape Town fire: Fire breaks out at South Africa's parliament;Sunday 2 January 2022 11:14, UK;[];['cape town', 'south africa'];['started', 'national', 'cape', 'president', 'local', 'service', 'parliament', 'chamber', 'breaks', 'africas', 'south', 'town'];https://web.archive.org/web/20220102113534/https://news.sky.com/story/fire-breaks-out-at-south-africas-parliament-in-cape-town-12507453
169;New Mexico cable car rescue: 21 people saved after being stranded overnight;Sunday 2 January 2022 11:09, UK;[];['new mexico'];['cable', '21', 'used', 'stranded', 'overnight', 'saved', 'rescue', 'sandia', 'car', 'stuck', 'mexico'];https://web.archive.org/web/20220102113534/https://news.sky.com/video/new-mexico-cable-car-rescue-21-people-saved-after-being-stranded-overnight-12507538
170;Fire breaks out at South Africa's parliament building;Sunday 2 January 2022 08:37, UK;[];['south africa'];['building', 'jermaine', 'national', 'offices', 'local', 'service', 'parliament', 'spread', 'spokesman', 'breaks', 'africas', 'south', 'town'];https://web.archive.org/web/20220102113534/https://news.sky.com/video/fire-breaks-out-at-south-africas-parliament-building-12507495
171;UK weather: Warnings over thunderstorms across southern England - and high winds and snow later in the week;Sunday 2 January 2022 11:59, UK;[];[];['winds', 'warnings', 'uk', 'road', 'later', 'thunderstorms', 'yellow', 'southern', 'met', 'driving', 'conditions', 'snow', 'warning', 'office', 'week', 'weather', 'high', 'issued'];https://web.archive.org/web/20220102120734/http://news.sky.com/story/uk-weather-warnings-over-thunderstorms-across-southern-england-and-high-winds-and-snow-later-in-the-week-12507600
172;Energy crisis: Conservative MPs urge Boris Johnson to scrap taxes as bills rocket;Sunday 2 January 2022 10:18, UK;['alix culbertson', '@alixculbertson'];['energy', 'energy crisis'];['scrap', 'boris', 'levies', 'uk', 'work', 'urge', 'mps', 'crisis', 'letter', 'johnson', 'prices', 'increase', 'environmental', 'conservative', 'taxes', 'energy', 'suppliers', 'rocket'];https://web.archive.org/web/20220102120734/http://news.sky.com/story/energy-crisis-conservative-mps-urge-boris-johnson-to-scrap-taxes-as-bills-rocket-12507516
173;Israel launches strikes on Gaza in retaliation for rockets fired the previous day;Sunday 2 January 2022 09:08, UK;[];['gaza', 'israel'];['military', 'retaliation', 'hamas', 'rockets', 'war', 'ceasefire', 'targeted', 'israel', 'strikes', 'day', 'previous', 'fired', 'launches', 'younis', 'gaza'];https://web.archive.org/web/20220102120734/http://news.sky.com/story/israel-launches-strikes-on-gaza-in-retaliation-for-rockets-fired-the-previous-day-12507492
174;Cape Town fire: 'This is a very sad day for our democracy';Sunday 2 January 2022 09:56, UK;[];['cape town', 'south africa'];['thirdfloor', 'started', 'democracy', 'sad', 'cape', 'offices', 'day', 'tackled', 'spread', 'parliament', 'south', 'town'];https://web.archive.org/web/20220102120734/http://news.sky.com/video/cape-town-fire-this-is-a-very-sad-day-for-our-democracy-12507508
175;Israel launches airstrikes on alleged Hamas targets in Gaza Strip;Sunday 2 January 2022 09:30, UK;[];[];['targets', 'video', 'response', 'military', 'hamas', 'strip', 'alleged', 'playerisraels', 'israel', 'strikes', 'gaza', 'airstrikes', 'launches', 'rocket'];https://web.archive.org/web/20220102120734/http://news.sky.com/video/israel-launches-strikes-on-hamas-targets-in-gaza-strip-12507491
176;Royal Family: How 2021 was one of the Queen's worst ever - and what's next in 2022;Thursday 30 December 2021 08:19, UK;['rhiannon mills', '@skyrhiannon'];['royal family'];['royal', 'work', 'sexual', 'prince', 'worst', 'william', '2021', '2022', 'family', 'case', 'life', 'queen', 'rest', 'queens', 'whats'];https://web.archive.org/web/20220102120734/http://news.sky.com/story/royal-family-how-2021-was-one-of-the-queens-worst-ever-and-whats-next-in-2022-12502845
177;"COVID news latest: Boosters and testing will 'avoid need for further measures' in UK; Kuwaitis in Britain urged to leave; Messi tests positive";;[];['covid', 'covid-19', 'coronavirus', 'live', 'omicron'];['need', 'covid', 'messi', 'uk', 'omicron', 'highest', 'testing', 'western', 'cases', 'tests', 'leave', 'infections', 'measures', '27000', 'start', 'positive', 'latest', 'reported', 'urged', 'number'];https://web.archive.org/web/20220102150716/http://news.sky.com/story/covid-news-latest-school-face-mask-plan-could-have-negative-impact-on-children-govt-told-to-get-its-act-together-on-testing-12507015
178;COVID-19: Data does not support more restrictions in England this week thanks to plan B, cabinet minister says;Sunday 2 January 2022 14:17, UK;['alix culbertson', '@alixculbertson'];['covid-19', 'coronavirus', 'lockdown'];['england', 'covid19', 'does', 'covid', 'thanks', 'plan', 'minister', 'hospital', 'week', 'restrictions', 'school', 'data', 'support', 'facemasks', 'widespread', 'public', 'testing'];https://web.archive.org/web/20220102150716/http://news.sky.com/story/covid-19-data-does-not-support-more-restrictions-in-england-this-week-thanks-to-plan-b-cabinet-minister-says-12507657
179;Celebrity deaths 2021: The famous faces and notable figures we said goodbye to this year;Tuesday 28 December 2021 21:34, UK;[];['dmx', 'halyna hutchins', 'helen mccrory', 'larry king', 'nikki grahame', 'prince philip', 'sarah harding', 'sean lock', 'sir david amess', 'the rolling stones', 'tom moore'];['died', 'goodbye', 'age', 'celebrity', 'figures', 'faces', 'known', '2021', 'tribute', 'pictured', 'following', 'deaths', 'death', 'notable', 'famous', 'best', 'including', 'pic'];https://web.archive.org/web/20220102150716/http://news.sky.com/story/celebrity-deaths-2021-the-famous-faces-and-notable-figures-we-said-goodbye-to-this-year-12488370
