;index;Unnamed: 0.1;Unnamed: 0;Title;Date;Authors;Tags;NLP Keywords;Text;Url;Chat GPT
104;104;3003;3003;Remains found in house confirmed to be missing teenager Leah Croucher's;Friday 21 October 2022 16:22, UK;[];['buckinghamshire', 'crime'];['week', 'house', 'crouchers', 'milton', 'ms', 'property', 'teenager', 'leah', 'confirmed', 'missing', 'murder', 'remains'];"Remains found in the loft space of a house have been formally identified as those of missing teenager Leah Croucher.

The 19-year-old disappeared on her way to work at a finance company in Milton Keynes on 15 February 2019.

A murder investigation was launched last week after the discovery of the remains in a house in the city in Buckinghamshire.

Image: The house in Milton Keynes where Ms Croucher's remains were found

A post mortem examination last week did not uncover her cause of death and investigations are continuing, police said.

Items belonging to Ms Croucher were also found in the property in Loxbeare Drive, Furzton, which is a few minutes away from her home.

Senior Investigating Officer Detective Superintendent Kevin Brown, head of the major crime unit at Thames Valley Police, said: ""After a difficult process, we are now in a position to formally confirm that the body found in Loxbeare Drive last week is that of Leah.""

Twitter Due to your consent preferences, you’re not able to view this. Open Privacy Options

Ms Croucher's family continue to be supported by specially trained officers and updated on every development, Det Supt Brown said.

""The grief and shock of Leah's family and friends is unimaginable, and they have shown enormous courage, patience and dignity over the last three years and eight months while our search for Leah continued.""

Image: A tribute left by Leah Croucher's parents

'Our darkest fears have come true'

Advertisement

Last week Ms Croucher's parents, Claire and John, laid flowers at the property where her remains were found.

They said they would ""cherish her memories forever"", writing in a message: ""Our darkest fears have come true, we only need to be apart a little longer. We have so missed you for so long already.

""The future looks so bleak now we know we will never see your smile or hear your laughter again. We will cherish your memories forever. We love you. Mum and Dad xx xx"".

Her grandparents also left roses near the house, along with a handwritten note saying: ""Our darling, we will never stop seeking answers. Will love and miss you always.""

Image: Leah Croucher went missing on 15 February, 2019

Missed opportunities to arrest prime suspect

Convicted sex offender Neil Maxwell was named by police this month as the prime suspect in the murder inquiry.

He was found dead on 20 April 2019 after taking his own life.

Police started searching the property on 10 October this year after receiving a tip-off from a member of the public.

Officers had visited the house on two earlier occasions but insisted this was the first time Ms Croucher's disappearance was linked to the address - despite conducting about 4,000 house-to-house calls.

They changed their investigation from a missing person's probe to a murder inquiry after discovering the remains.

Image: Neil Maxwell

It has since emerged Maxwell was the only person with keys to the house, which was unoccupied when police were conducting their inquiries.

He was wanted in connection with a sexual assault and used false names and changed his mobile phone and vehicles to avoid police.

The force made a total of 18 attempts to arrest Maxwell - initially at an address in Milton Keynes on 30 November 2018.

Police said if he was alive today, they would be seeking to arrest him.

Mr Brown added: ""Our investigations into Leah's murder will leave no stone unturned and we owe it to Leah's family to ensure we find the truth.""

Anyone with information is asked to call police on 101 quoting Op Innsbruck or contact Crimestoppers anonymously on 0800 555111.";https://web.archive.org/web/20230201010809/http://news.sky.com/story/remains-found-in-house-confirmed-to-be-missing-teenager-leah-crouchers-12726324;3
105;105;3004;3004;Biggest day of strikes in over a decade begins - as teachers, train drivers and civil servants walk out;Wednesday 1 February 2023 01:29, UK;['jennifer scott', '@nifs'];['strikes'];['player', 'drivers', 'fully', 'england', 'strike', 'action', 'video', 'neu', 'teachers', 'decade', 'biggest', 'civil', 'walk', 'schools', 'servants', 'day', 'train', 'industrial', 'pay', 'strikes'];"Hundreds of thousands of workers are going on strike, in what will be the biggest day of industrial action for more than a decade.

Teachers in England and Wales who are members of the National Education Union are set to stage walkouts - affecting 23,000 schools.

Estimates from the NEU suggest 85% of schools across both nations will be fully or partially closed today, leaving some parents with no choice but to take leave from work or arrange childcare.

Please use Chrome browser for a more accessible video player 0:31 'No way to stop teacher strike'

Read more: Who is going on strike and when?

Train drivers from the RMT and Aslef unions are also staging another strike as a long-running dispute over pay and conditions rumbles on - with university lecturers, bus drivers and security guards taking action too.

About 123 government departments are set to be disrupted by industrial action as well.

Protests are due to be held across the country against the government's controversial plans for a new law on minimum service levels during strikes.

Downing Street has conceded that today's mass strike action will be ""very difficult"" for the public.

The prime minister's official spokesman said it is ""disappointing"" that headteachers do not know fully how many teachers will be available for work until later today.

Advertisement

Please use Chrome browser for a more accessible video player 0:40 'Right to have discussions' with unions

Union bosses continue to argue with employers for higher pay rises to combat record high inflation and real-term cuts over the past decade.

The latest research from the TUC suggests that the average public sector worker is more than £200 a month worse off compared with a decade ago.

But ministers continue to insist increasing wages to that level would fuel inflation, and its top priority was to cut that down over the coming weeks and months.

More strikes are expected next week and will be dominated by NHS staff, with both nurses and ambulance workers planning action.

NHS consultants in England are also preparing for possible strike action.

And the following week will see Border Force officers at four ports strike over four days in the February half-term.

Please use Chrome browser for a more accessible video player 0:37 Do parents support the strike?

Scale of school strikes revealed

Some schools may only open to certain year groups as a result of today's industrial action.

Liverpool City Council is expecting 38% of schools to be closed, with 54% only partially open, based on returns from 130 of around 160 schools in the city.

Meanwhile, Norfolk County Council said they had already been informed of 121 partial closures and 29 full closures across schools.

The NEU's joint general secretary, Kevin Courtney, said he and his members ""sincerely regret"" the impact this will cause to a child's education and routine, but warned: ""We're pointing to disruption that is happening every day in schools.

""If we don't persuade government to invest in education that disruption just carries on.""

While a 5% pay rise has been offered to most teachers - covering the current school year - the NEU is demanding a fully funded, above-inflation pay rise.

Today marks the first of seven days of NEU strike action across February and March, but Mr Courtney hopes a deal can be reached before further walkouts take place.

He said: ""There are 28 days until the next strike in England. The government can resolve it in that time.""";https://web.archive.org/web/20230201012349/http://news.sky.com/story/biggest-day-of-strikes-in-over-a-decade-begins-as-teachers-train-drivers-and-civil-servants-walk-out-12800313;1
106;106;3006;3006;"Ukraine war latest: Defector 'ready to tell everything' about shadowy mercenary fighters; UK won't send jets to Ukrainians";;[];['russia', 'ukraine'];['wont', 'send', 'ready', 'zelenskyy', 'mercenary', 'tell', 'eu', 'unrealistic', 'expectations', 'bloc', 'shadowy', 'uk', 'war', 'ukrainians', 'join', 'wants', 'ukraine', 'told', 'diplomat'];"EU members warn bloc to not give unrealistic expectations to Ukraine over joining

According to the Financial Times, EU member states have warned the bloc not to give Ukraine unrealistic expectations over its membership.

President Voldymyr Zelenskyy is due to host an EU contingent in Kyiv this weekend, where he is expected to push for membership.

One diplomat told the paper that Ukraine's expectation is to join by 2026, and that idea should be reined in by Brussels.

""No political leader wants to be on the wrong side of history ... nobody wants to be blamed for not doing enough,"" a senior diplomat told the FT.

""So they tell them it's all possible.""

It usually takes years before candidate countries join the bloc, often decades.";https://web.archive.org/web/20230201012349/http://news.sky.com/story/ukraine-war-latest-defector-ready-to-tell-everything-about-shadowy-mercenary-fighters-uk-wont-send-jets-to-ukrainians-12541713;7
107;107;3008;3008;New tool can detect whether text was made using AI - in huge win for suspicious teachers;Wednesday 1 February 2023 02:38, UK;[];['chatgpt'];['suspicious', 'win', 'likely', 'huge', 'using', 'tool', 'public', 'text', 'model', 'openai', 'teachers', 'detect', 'way', 'ai'];"A new tool has been launched to detect AI-generated text - in what could be a huge setback for students looking to cut corners.

In a boost for teachers and employers, the start-up that created ChatGPT - OpenAI - now offers a way of determining content produced using artificial intelligence.

Announcing the news in a blog post, the platform said the AI Text Classifier will categorise text on a five-step scale - raging from likely to very unlikely.

OpenAI said the tool is a ""fine-tuned GPT model that predicts how likely it is that a piece of text was generated by AI from a variety of sources"".

It said: ""We're making this classifier publicly available to get feedback on whether imperfect tools like this one are useful.

""We recognise that identifying AI-written text has been an important point of discussion among educators, and equally important is recognising the limits and impacts of AI generated text classifiers in the classroom.""

In its public beta mode, OpenAI acknowledges the detection tool is very unreliable on texts under 1,000 characters - about 150 to 250 words.

Read more:

How teachers are facing up to ChatGPT

How AI could change the way we search the web

Please use Chrome browser for a more accessible video player 2:16 Will this chatbot replace humans?

ChatGPT was launched in late 2022 and has taken the internet by storm.

Advertisement

It can generate realistic responses using a large language model which allows it to generate human-like text in response to a given prompt - including articles, essays, jokes and even poetry.

Since its debut in November, it has raised concerns about copyright and plagiarism - amassing more than one million users less than a week after its public launch.";https://web.archive.org/web/20230201031632/https://news.sky.com/story/thinking-of-cutting-corners-by-using-ai-to-create-text-think-again-12800378;6
108;108;3009;3009;UK inflation: Shop prices yet to hit their peak - despite record highs seen in January;Wednesday 1 February 2023 03:02, UK;['megan baynes', '@megbaynes'];['cost of living'];['shop', 'shoppers', 'retailers', 'highs', 'inflation', 'retail', 'prices', 'high', 'despite', 'seen', 'record', 'peak', 'food', 'rose', 'uk', 'hit'];"Shop prices have yet to reach their peak - despite record highs seen in January, it has been warned.

Prices are now 8% higher than they were last January, up from 7.3% in December and above the three-month average of 7.5%, according to the British Retail Consortium (BRC)-NielsenIQ Shop Price Index.

Overall food inflation rose to 13.8% from 13.3% in December - the highest inflation rate in the category on record.

Please use Chrome browser for a more accessible video player 1:53 'It's bad news for the UK economy'

Inflation on fresh food has also reached a record high, due to increased food production costs, as well as elevated fruit and vegetable prices - which rose from 11% to 11.3% in December.

Ambient food inflation saw the fastest increase on record - from 11.3% from 11% in December - as wholesale and bulk prices rose, particularly for sugar and alcohol.

Meanwhile, clothing and footwear prices eased, which meant shoppers will have been able to restock their wardrobes during the January sales.

BRC chief executive Helen Dickinson said: ""Retail prices rose in January as discounting slowed and retailers continued to face high input costs.

""With global food costs coming down from their 2022 high and the cost of oil falling, we expect to see some inflationary pressures easing.

""However, as retailers still face ongoing headwinds from rising energy bills and labour shortages, prices are yet to peak and will likely remain high in the near term as a result.""

Read more:

One in five eating out of date food

Young adults fear they'll never be able to afford children

Toddlers queuing for food at soup kitchen

Advertisement

Click to subscribe to the Sky News Daily wherever you get your podcasts

Mike Watkins, head of retailer and business insight at NielsenIQ, said: ""Consumer demand is likely to be weak in the first quarter due to the impact of energy price increases and, for many, Christmas spending bills starting to arrive.

""So the increase in food inflation is going to put further pressure on household budgets and it's unlikely that there will be any improvement in the consumer mindset around personal finances in the near term.

""With shoppers having less money to spend on discretionary retail having paid for their essential groceries, there will be little to stimulate demand across the non-food channels.""";https://web.archive.org/web/20230201031632/https://news.sky.com/story/uk-inflation-shop-prices-yet-to-hit-their-peak-despite-record-highs-seen-in-january-12799752;2
109;109;3010;3010;The financial gulf between English and European football has never been more stark;Wednesday 1 February 2023 02:04, UK;['rob harris', '@robharris'];['chelsea', 'premier league 2022/23'];['younger', 'european', 'rest', 'sky', 'stark', 'premier', 'players', 'gulf', 'football', 'transfer', 'financial', 'spending', 'league', 'english', 'spent'];"The football financial gulf between England and the rest of Europe has been stark in the January transfer window.

Premier League clubs spent about £650m combined on strengthening squads for the second half of the season.

Teams in the next biggest leagues - Spain, Italy, Germany and France - spent less than £200m combined.

Image: Pic: AP

It's an indicator of the wealth of English football, underpinned by television income (of which Sky News owner Comcast is a large contributor).

Splashing the cash so freely reflects the desire for instant success. Particularly at Chelsea.

No club has spent more in a year than the Blues - £600m. Half has been splurged in the January window - more than spending in the rest of Europe combined.

Before the transfer window closed last night, Chelsea were still able to break the British transfer record with the £106.8m signing of Enzo Fernandez from Benfica.

The 22-year-old would barely have registered on the radar, even of football fans, until winning the World Cup with Argentina in December.

It could seem like an expensive gamble. Especially for a team that has slumped to 10th in the Premier League despite the lavish summer outlay when it is more accustomed to being in the top four Champions League places and winning trophies like the FIFA Club World Cup last year.

Advertisement

The new ownership - fronted by Todd Boehly and funded heavily by Clearlake Capital - has more than shown it can more than match previous investor Roman Abramovich for transfer binges until he was sanctioned over Russia's invasion of Ukraine.

""They have a very strong economic foundation,"" football finance expert Prof Tom Cannon told Sky News. ""They are smart about selling players as well as buying them.""

The wisdom of the spending so much, so quickly, will be determined by results more so than on the balance sheets for their fans.

Complying with financial regulations will be Chelsea's challenge.

As how such vast spending looks when the rest of the country is dealing with a cost of living crisis.

And the government is preparing to introduce plans for legislation to introduce a regulator for English football amid calls for more of the Premier League's wealth to flow down the football pyramid.

A concern will be imports are being prioritised over homegrown talent - particularly at Chelsea, which was forced to promote youngsters while the club was serving a transfer ban in the summer of 2019 for rule breaches.

Former Premier League manager Tony Pulis told Sky News: ""They seem to have double-backed on themselves.

""Instead of playing maybe the younger ones and giving them the opportunity and the chance to perform, they've gone out and spent a fortune.

""The unlucky thing for the younger players coming through, they're buying young players, they're spending fortunes on younger players from Europe.""

Spending their way to glory, just as Premier League clubs enjoy doing. But with the financial resources to do so.";https://web.archive.org/web/20230201031632/https://news.sky.com/story/the-financial-gulf-between-english-and-european-football-has-never-been-more-stark-12800362;4
110;110;3013;3013;UK strikes: No 10 admits 'very difficult' day ahead as hundreds of thousands of workers walk out;Wednesday 1 February 2023 01:49, UK;['jennifer scott', '@nifs'];['strikes'];['admits', 'player', 'fully', 'thousands', 'difficult', 'workers', 'england', 'strike', 'action', 'video', 'neu', 'walk', 'schools', 'hundreds', 'day', 'industrial', 'ahead', 'pay', 'uk', 'strikes'];"Hundreds of thousands of workers are going on strike, in what will be the biggest day of industrial action for more than a decade.

Teachers in England and Wales who are members of the National Education Union are set to stage walkouts - affecting 23,000 schools.

Estimates from the NEU suggest 85% of schools across both nations will be fully or partially closed today, leaving some parents with no choice but to take leave from work or arrange childcare.

Please use Chrome browser for a more accessible video player 0:31 'No way to stop teacher strike'

Read more: Who is going on strike and when?

Train drivers from the RMT and Aslef unions are also staging another strike as a long-running dispute over pay and conditions rumbles on - with university lecturers, bus drivers and security guards taking action too.

About 123 government departments are set to be disrupted by industrial action as well.

Protests are due to be held across the country against the government's controversial plans for a new law on minimum service levels during strikes.

Downing Street has conceded that today's mass strike action will be ""very difficult"" for the public.

The prime minister's official spokesman said it is ""disappointing"" that headteachers do not know fully how many teachers will be available for work until later today.

Advertisement

Please use Chrome browser for a more accessible video player 0:40 'Right to have discussions' with unions

Union bosses continue to argue with employers for higher pay rises to combat record high inflation and real-term cuts over the past decade.

The latest research from the TUC suggests that the average public sector worker is more than £200 a month worse off compared with a decade ago.

But ministers continue to insist increasing wages to that level would fuel inflation, and its top priority was to cut that down over the coming weeks and months.

More strikes are expected next week and will be dominated by NHS staff, with both nurses and ambulance workers planning action.

NHS consultants in England are also preparing for possible strike action.

And the following week will see Border Force officers at four ports strike over four days in the February half-term.

Please use Chrome browser for a more accessible video player 0:37 Do parents support the strike?

Scale of school strikes revealed

Some schools may only open to certain year groups as a result of today's industrial action.

Liverpool City Council is expecting 38% of schools to be closed, with 54% only partially open, based on returns from 130 of around 160 schools in the city.

Meanwhile, Norfolk County Council said they had already been informed of 121 partial closures and 29 full closures across schools.

The NEU's joint general secretary, Kevin Courtney, said he and his members ""sincerely regret"" the impact this will cause to a child's education and routine, but warned: ""We're pointing to disruption that is happening every day in schools.

""If we don't persuade government to invest in education that disruption just carries on.""

While a 5% pay rise has been offered to most teachers - covering the current school year - the NEU is demanding a fully funded, above-inflation pay rise.

Today marks the first of seven days of NEU strike action across February and March, but Mr Courtney hopes a deal can be reached before further walkouts take place.

He said: ""There are 28 days until the next strike in England. The government can resolve it in that time.""";https://web.archive.org/web/20230201031632/https://news.sky.com/story/uk-strikes-no-10-admits-very-difficult-day-ahead-as-hundreds-of-thousands-of-workers-walk-out-12800313;1
111;111;3015;3015;NASA Columbia disaster: The investigation into one of history's worst space tragedies - and its lasting legacy;Wednesday 1 February 2023 03:38, UK;[];['nasa', 'space'];['disaster', 'worst', 'mission', 'investigation', 'launch', 'crew', 'space', 'lasting', 'astronauts', 'legacy', 'hubbard', 'okeefe', 'historys', 'nasa', 'tragedies', 'columbia', 'shuttle'];"Scott Hubbard remembers exactly where he was on the day of one of the deadliest tragedies in the history of space travel.

Before he stepped out of bed on the morning of 1 February 2003, a radio broadcast brought news that NASA's Columbia space shuttle was ""overdue"" on its return to Earth.

""I had a feeling in the pit of my stomach that something had gone wrong,"" he recalls.

The spacecraft, which had launched from Kennedy Space Center in Florida just over two weeks prior, with seven astronauts aboard, was scheduled to land that morning.

But the landing never came.

Columbia, which flew its maiden voyage back in April 1981, disintegrated over Texas 16 minutes before its planned Florida touchdown, killing its entire crew. They were commander Rick Husband; pilot William McCool; the mission specialists Michael Anderson, Laurel Clark, David Brown and Kalpana Chawla; and payload specialist Ilan Ramon, who was the first Israeli astronaut.

Image: L/R: The Columbia crew - David Brown, Rick Husband, Laurel Clark, Kalpana Chawla, Michael Anderson, William McCool, Ilan Ramon. Pic: NASA

It marked the beginning of the end for America's space shuttle programme, which had already endured the loss of seven astronauts in the Challenger disaster of 1986.

For Hubbard, a veteran of the US space agency who served as its first Mars programme director, Columbia changed his view of rocket launches forever.

""When that low-frequency rumble, that pressure wave hits you, you have a feeling of awe about the power that is being used to lift out of the gravity well of the Earth. But having had the Columbia experience, when I see a launch that has people on board, there's that extra sense of anxiety: 'Have I done everything possible to ensure mission success?'""

Advertisement

Image: The crew pictured aboard Columbia during its final mission. Pic: NASA

The call that changed everything

Before the loss of the crew was even confirmed, Hubbard received a call from the NASA administrator's office asking him to represent the agency in an investigation into what happened.

The administrator at the time was Sean O'Keefe, who was with the families of the astronauts when it became clear something was wrong.

""The mood went from excitement and anticipation to despair, once it became evident that the shuttle wasn't coming home,"" he tells Sky News.

""Normally, you can set your watch as to when the shuttle will come through the atmosphere. Just like a launch day, we had a countdown clock, with these big numbers that would progressively roll downwards.

""It got to within about two minutes of 00 - usually before you see the shuttle, you hear two sonic booms as the shuttle passes the sound barrier, which tells you it's about to land. Neither sonic boom showed up.""

The breakup of Columbia had already occurred, its wreckage raining down on Texas while the crew's loved ones waited unawares at the Kennedy Space Center.

Not long later, the official investigation was launched.

Scott Hubbard was picked as the only NASA representative on the investigative board to work with Air Force generals, Navy admirals, and former US astronauts to paint a detailed picture of why Columbia ended in tragedy.

""I knew, if we were facing loss of the crew, that this would be having the same impact on the agency that the Challenger accident had years before,"" he says.

""So I went into this with a determination to do whatever I could.""

Image: NASA's mission control centre at the moment it lost contact with Columbia. Pic: NASA

'The most difficult duty'

The Columbia investigation was expected to last 30 days. It ended up taking six months.

Beginning with seven-day work weeks from a base outside Johnson Space Center in Houston, Hubbard labels it the ""most difficult duty"" of his 20 years at NASA.

""The first part was the very sad search and recovery operation for the remains of the crew, so the families could have some closure,"" he says. Remains for all seven astronauts were found.

Some 25,000 people were involved in efforts to collect pieces of the wreckage, O'Keefe recalls, which was strewn across a 200-mile swathe of land from Dallas to the Louisiana border.

Image: Tributes left outside NASA's Johnson Space Center in Houston

Hubbard's background in science and engineering saw him assigned to focus on the technical cause of the accident.

""Initially, it was circumstantial evidence,"" recalls Hubbard.

""There was only one good, high-resolution image of this piece of foam falling off of the main tank and hitting the shuttle somewhere on its left wing, and then a spray of debris coming out.""

That incident had occurred not during re-entry, but after the launch on 16 January - 82 seconds into the flight.

Mission control notified the commander and pilot, who were assured that - because it had happened on previous missions too - there was no reason for alarm when it came to re-entry.

Image: Still from a video of the launch showing the moment of foam impact on the wing. Pic: NASA

Proving the cause of the tragedy

But when Columbia re-entered the atmosphere, the damage to the wing let in ""superheated gases"" that led to the destruction of the wing and subsequent disintegration of the entire shuttle.

""Foam falling off had been happening since the very first flight of the shuttle, 30 years before,"" says Hubbard.

""But while it was originally labelled an in-flight anomaly, which is the most serious of problems, it eventually became considered a turnaround issue, just a maintenance thing, and was demoted in its seriousness.

""We think this casual approach, to what was a serious issue, was one of the organisational causes of the accident.""

Image: G. Scott Hubbard during a news briefing on the investigation into the disaster

Due to a ""sense of denial"" among those who were interviewed during the investigation, Hubbard says he pushed for a test that would look to recreate the so-called anomaly, settling on a research facility in Texas used to simulate the impact of a bird striking parts of an aeroplane.

Over the course of months, it was configured to the specifications of what happened to Columbia.

The test was carried out on live TV on 7 July 2003 - and the result was beyond doubt.

""It caused two emotions in me simultaneously,"" Hubbard recalls.

""One was 'yes, we proved it', and the other was, 'oh my God, this is how these people died'.

""And that was... quite a moment.""

The legacy of Columbia

The Columbia Accident Investigation Board's full report - which O'Keefe received 10 days before its publication in August 2003 - made 29 recommendations to improve the safety of future space shuttle flights, all of which were adopted by NASA.

They included that foam falling from the shuttle's external tank during launch, as had been accepted as par for the course among NASA engineers, should no longer be allowed to happen.

The agency has not lost astronauts during spaceflight since.

""It was a hard-hitting report,"" says O'Keefe. ""Nothing was light about it. It was very critical, however, that's what we needed to hear.""

Read more from Sky News:

Mars shines bright in night sky as it vanishes behind moon

Earth's near miss with asteroid explained

Image: Sean O'Keefe accepts a copy of the report from Admiral Harold Gehman

NASA commemorates the victims of Columbia, as well as its other fallen astronauts, every January, with flowers laid and tributes read during a memorial service at Kennedy Space Center.

The site at Cape Canaveral has been a hub of excitement since November, when the launch of the Artemis mission kicked off NASA's bid to return people to the moon for the first time in more than 50 years.

Space is also increasingly the playground of private enterprise, with the likes of SpaceX and Blue Origin setting themselves grand targets to go further than humans have before. A worthy venture, O'Keefe says, but - for all the wonder so many feel upon witnessing a launch - never one that should see people lose sight of the risk.

""The nature of it just scared me every single time,"" he admits. ""Everybody who talked about shuttle launches that are 'routine' - there is no such thing. Every one of them is an opportunity for disaster, and that's the nature of it.

""But over the course of human history, we have done things that are inherently dangerous because our curiosity gets the better of us.""

Please use Chrome browser for a more accessible video player 44:40 Why are we still racing to space?

For Hubbard, who became chairman of SpaceX's safety panel in 2012, with Elon Musk among those receiving his advice, the lessons learned from Columbia are only growing in importance.

""Space is a hard thing to do, launching humans into space is difficult, and we have been fortunate that thus far there have been relatively few disasters,"" he tells Sky News. (NASA has lost 15 astronauts during spaceflight: seven in Columbia and Challenger, and one, Michael Adams, in a sub-orbital flight in 1967.)

Hubbard says the experience of Columbia ""profoundly changed"" his view of human exploration of space, but our collective ambition to go further, faster, is only going one way.

""Any rocket you send up there, you can't say with any certainty it's going to be just fine,"" says O'Keefe. ""But the alternative is: 'let's not go?' And the answer is, you can't relent to that.""";https://web.archive.org/web/20230201033805/https://news.sky.com/story/nasa-columbia-disaster-the-investigation-into-one-of-historys-worst-space-tragedies-and-its-lasting-legacy-12796499;6
112;112;3016;3016;Russia preparing for 'maximum escalation', top Ukrainian security official tells Sky News;Wednesday 1 February 2023 01:26, UK;['deborah haynes', '@haynesdeborah'];['russia', 'ukraine', 'volodymyr zelenskyy'];['official', 'sky', 'mr', 'send', 'ukrainian', 'tells', 'preparing', 'danilov', 'russia', 'western', 'ukraine', 'maximum', 'escalation', 'uk', 'months', 'security'];"Ukraine is preparing for a major escalation by Russia - possibly even in the next two to three weeks, the Ukrainian president's top security official has said.

Oleksiy Danilov, Secretary of the National Security and Defence Council of Ukraine, told Sky News that the hardest fighting was yet to come and said the next few months would be crucial in deciding the course of the war.

He urged western allies to send more weapons, including Royal Air Force Typhoon jets from the UK and fighter aircraft from other partners.

""Russia is preparing for maximum escalation,"" Mr Danilov said in an interview on Tuesday at his headquarters in the capital Kyiv.

""It is gathering everything possible, doing drills and training.""

He did not rule out the possibility that President Vladimir Putin attempts another attack from the north, south and east, as happened on 24 February 2022 - maybe even to coincide with the anniversary.

""We do understand everything is on the table… I can say that we are not excluding any scenario in the next two to three weeks.""

He said that Ukraine's military was preparing for all possibilities and this time around had significantly more support from western partners such as the UK than 12 months ago.

""Those countries who help us in our struggle have started to provide us maximum help.""

Advertisement

Please use Chrome browser for a more accessible video player 3:04 Why won't the US send fighter jets?

A western official, however, said that they had not seen sign yet of Russia planning anything specifically for 24 February.

Read more:

Zelenskyy 'thankful' for tanks but warns quantity and delivery time is 'critical'

Germany to send 14 Leopard 2 tanks to Ukraine

What are Leopard 2 battle tanks?

""We will continue to monitor that,"" the western official said in a briefing to journalists.

""Traditionally they [Russia] have tried to do things on dates. The Ukrainians come from a similar culture as well in that regard, but I haven't seen anything from either side to suggest they do have plans afoot.""

Mr Danilov said he expected about half of more than 320,000 soldiers mobilised by Russia last September would be involved in the second wave whenever it came.

Image: Oleksiy Danilov speaks to Sky News

The first half of the manpower have already been deployed to Ukraine to replenish Russian lines after Moscow's invading forces suffered significant losses.

Ukraine has also paid a heavy price in military personnel and civilians killed and wounded.

Image: Ukrainian servicemen are pictured amid Russia's attack in Bakhmut, Donetsk region

'Bloodier days to come'

Yet the top security official predicted even bloodier days ahead.

""Of course. We went through an extensive difficult period, but I'm conscious the main fights are yet to come and they will happen this year, within two to three months. These will be defining months in the war,"" Mr Danilov said.

Click to subscribe to Ukraine War Diaries wherever you get your podcasts

It is why the Ukrainians are desperate for their western partners to send more lethal weapons and faster.

They have secured tanks - belatedly - and are now after fast jets.

""It would be great if they were [RAF] Typhoon jets. F-16s are also good,"" Mr Danilov said.

""Any help would be good.""

Please use Chrome browser for a more accessible video player 1:13 What's the situation on the ground in Ukraine?

It is not just Russian forces rearming and preparing to go on the attack.

""We have our own plans and they are clear to us,"" Mr Danilov said - but they are secret.

""They're not hidden from our main partners: the UK, US and other countries who are helping us. We will follow our plan.""

The ultimate goal is to retake all territory captured by Russian forces - not just since 24 February 2022 but since Russia launched its first invasion of Ukraine back in 2014, capturing the Crimean peninsula and backing so-called separatists in the eastern Donbas region.

""We will definitely win due to having all the world's support behind us,"" Mr Danilov said.";https://web.archive.org/web/20230201033805/https://news.sky.com/story/russia-preparing-for-maximum-escalation-top-ukrainian-security-official-tells-sky-news-12800187;1
113;113;3018;3018;Andrew Tate to appear in court in Romania as his lawyers argue he should be released;Wednesday 1 February 2023 04:39, UK;['siobhan robbins', '@siobhanrobbins'];['andrew tate'];['victims', 'andrew', 'tate', 'released', 'seized', 'court', 'lawyers', 'media', 'romanian', 'romania', 'argue', 'luxury', 'appear', 'twitter', 'social'];"Controversial internet personality Andrew Tate will appear in court in Romania on Wednesday as lawyers argue he should be released.

The British-American national and his brother Tristan have been held in custody since 29 December on suspicion of human trafficking, rape and forming an organised crime group.

Two female Romanian suspects have also been detained.

Please use Chrome browser for a more accessible video player 0:34 MP got 'death threats' after Andrew Tate comments

It's alleged the Tate brothers recruited their victims by seducing them and falsely claiming to want a relationship or marriage.

Prosecutors say the women were then forced to produce pornographic content under duress.

Kickboxer turned influencer, Andrew Tate, is also accused of raping one of the victims last March. All four deny the allegations.

Earlier this month, a court extended their preventative custody period to 27 February.

Today, defence teams will try to argue that there is not enough evidence to continue to hold them.

Following the arrests, Romanian authorities said they seized goods and money worth almost £3.25m ($4m) including luxury cars.

Advertisement

The brothers' legal team is also fighting for these items to be returned.

Read more:

Tate fans march in support of social media influencer

Andrew Tate: A timeline from Twitter rows to a Romanian cell

Image: Luxury cars were seized from the influencer's villa earlier this month

Last week, Andrew Tate made his first comments since his detention.

""They know we have done nothing wrong,"" he told reporters as he was brought in for further questioning by anti-organised crime prosecutors. ""This file is completely empty. Of course it's unjust, there is no justice in Romania unfortunately.""

Famous for misogynistic content, Tate has a huge following despite being banned from most mainstream social media platforms.

His Twitter account was reinstated in November after Elon Musk took charge of the company.";https://web.archive.org/web/20230201044700/http://news.sky.com/story/andrew-tate-to-appear-in-court-in-romania-as-his-lawyers-argue-he-should-be-released-12800386;5
